Mutant,org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath304],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTrivial],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersSimple],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testInconsistentSizes],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testRedundantEquations],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testQRColumnsPermutation],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testTwoSets],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMoreEstimatedParametersUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testIllConditioned],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testMath199],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testOneSet],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBox3Dimensional],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearFullRank],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1ZeroColsAndRows],org.apache.commons.math.optimization.general.MinpackTest[testMinpackJennrichSampson],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testControlParameters],org.apache.commons.math.optimization.general.MinpackTest[testMinpackRosenbrok],org.apache.commons.math.optimization.general.MinpackTest[testMinpackFreudensteinRoth],org.apache.commons.math.optimization.general.MinpackTest[testMinpackHelicalValley],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testNoError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne1],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBard],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testInitialGuess],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[testUnsorted],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFittingBadInit],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNonInversible],org.apache.commons.math.optimization.general.MinpackTest[testMinpackOsborne2],org.apache.commons.math.optimization.fitting.CurveFitterTest[testMath303],org.apache.commons.math.optimization.general.MinpackTest[testMinpackPowellSingular],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testRedundantSolvable],org.apache.commons.math.optimization.general.MinpackTest[testMinpackLinearRank1],org.apache.commons.math.optimization.fitting.HarmonicFitterTest[test1PercentError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackChebyquad],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testNoDependency],org.apache.commons.math.optimization.general.MinpackTest[testMinpackMeyer],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizerTest[testCircleFitting],org.apache.commons.math.optimization.general.MinpackTest[testMinpackKowalikOsborne],org.apache.commons.math.optimization.general.MinpackTest[testMinpackWatson],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testNoError],org.apache.commons.math.optimization.fitting.PolynomialFitterTest[testSmallError],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownDennis],org.apache.commons.math.optimization.general.MinpackTest[testMinpackBrownAlmostLinear],org.apache.commons.math.optimization.general.LevenbergMarquardtOptimizer_ESTest[test0],Total,Equiv?
1322, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,16,
1323, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,PASS,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,14,
1324, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1325, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL, ,EXC,PASS,FAIL, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1326, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,PASS,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,14,
1327, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1328, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,PASS,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,14,
1329, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
133,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS, ,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,2,
1330, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1331, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1332, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,PASS, ,FAIL,FAIL,PASS, ,FAIL,FAIL, ,9,
1333, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1334, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,PASS, ,FAIL,FAIL,PASS, ,FAIL,FAIL, ,9,
1335, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1336, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,14,
1337, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,EXC,PASS,PASS, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,16,
1338, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,12,
1339, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,15,
134,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
1340, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL, ,EXC,PASS,FAIL, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,18,
1341, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1342, , , , , , , , , , , , , , ,PASS,FAIL,PASS,PASS,FAIL,PASS, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,PASS, ,FAIL,FAIL, ,12,
1343, , , , , , , , , , , , , , ,PASS,FAIL,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,12,
1344, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1345, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1346, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,PASS, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,14,
1347, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,7,
1348, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1349, , , , , , , , , , , , , , ,PASS,FAIL,PASS,PASS,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,14,
135,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
1350, , , , , , , , , , , , , , ,FAIL,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,FAIL, ,FAIL, ,PASS, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,12,
1351, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,15,
1352, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,14,
1353, , , , , , , , , , , , , , ,FAIL,PASS,PASS,PASS,FAIL,FAIL, ,PASS,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,15,
1354, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1355, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,14,
1356, , , , , , , , , , , , , , ,PASS,PASS,PASS,FAIL,FAIL,PASS, ,FAIL,FAIL,PASS, ,EXC,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,13,
1357, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1358, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1359, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,PASS,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,PASS, ,FAIL,FAIL, ,9,
136,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,37,
1360, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,FAIL,PASS,PASS, ,PASS,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,9,
1361, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1362, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,PASS,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,PASS, ,FAIL,FAIL, ,9,
1363, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,FAIL,PASS, ,PASS,FAIL,PASS, ,PASS,PASS,PASS, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,PASS,FAIL, ,FAIL,PASS, ,7,
1364, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,15,
1365, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,PASS,FAIL, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,16,
1366, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1367, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1368, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1369, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
137,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,37,
1370, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1371, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1372, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1373, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1374, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1375, , , , , , , , , , , , , , ,EXC,EXC,FAIL,EXC,EXC,EXC, ,EXC,EXC,EXC, ,EXC,EXC,EXC, , , ,EXC, ,EXC, ,EXC, ,EXC,EXC,EXC, ,EXC,EXC, ,20,
1376, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1377, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1378, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1379, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,17,
138,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
1380, , , , , , , , , , , , , , ,PASS,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,PASS, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,17,
1381, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,17,
1382, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,PASS, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,17,
1383, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1384, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1385, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1386, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1387, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1389, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
139,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, ,0,
1390, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1392, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1393, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1394, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1395, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1396, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1397, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1398, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,PASS,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,FAIL, ,FAIL,FAIL, ,18,
1399, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
14,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0,
140,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL, ,38,
1400, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1401, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1402, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1403, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1404, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1405, , , , , , , , , , , , , , ,PASS,PASS,PASS,PASS,PASS,PASS, ,PASS,PASS,PASS, ,PASS,PASS,PASS, , , ,PASS, ,PASS, ,PASS, ,PASS,PASS,PASS, ,PASS,PASS, ,0,
1406, , , , , , , , , , , , , , ,FAIL,FAIL,PASS,FAIL,FAIL,FAIL, ,FAIL,FAIL,EXC, ,FAIL,EXC,TIME, , , ,FAIL, ,FAIL, ,FAIL, ,FAIL,FAIL,EXC, ,FAIL,FAIL, ,19,
1407, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1408, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
1409, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,
